DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
ECU,IPI,1956,8015,91
ECU,IPI,41,834,96
ECU,IPI,16,264,87
ECU,IPI,80,825,82
ECU,IPI,16,166,25
ECU,IPI,2060,5312,2
ECU,IPI,74,748,15
ECU,IPI,311,3186,48
ECU,IPI,105,1640,6542862
ECU,IPI,13928,33,42508
ECU,IPI,26629,1,79496
ECU,IPI,30210,14991,56
ECU,IPI,60,1280,5106624
ECU,IPI,595,3,9738
ECU,IPI,2663,16,46564
ECU,IPI,426,2,1928
ECU,IPI,10,340,1356447
ECU,IPI,150,3130,12487291
ECU,IPI,201,58,3417
ECU,IPI,2,7,23
ECU,IPI,44,932,3718260
ECU,IPI,40,1400,5585370
ECU,IPI,2000,6700,26504396
ECU,IPI,2441,6,15854
ECU,IPI,9945,1,53036
ECU,IPI,600,90,348430
ECU,IPI,2090,18435,70459491
ECU,IPI,769,6433,49
ECU,IPI,100,57,6
ECU,IPI,61,55,7
ECU,IPI,1606,6813,1
ECU,IPI,950,5680,22668198
ECU,IPI,1,48,101
ECU,IPI,7,49521,43
ECU,IPI,2,2000,7644100
ECU,IPI,5,2548,47
ECU,IPI,4,1033,2
ECU,IPI,25,7567,7
ECU,IPI,14,3766,15151408
ECU,IPI,11,3364,78
ECU,IPI,6,5,101
ECU,IPI,9,43,40
ECU,IPI,405,93,4
ECU,IPI,3,17,67264
ECU,IPI,30,0,3
ECU,IPI,13560,14700,58778097
ECU,IPI,419,67,2041
ECU,IPI,3685,34,12542
ECU,IPI,226,8,4645
ECU,IPI,24,60672,238184317
ECU,IPI,1,76309,18
ECU,IPI,252,82,206
ECU,IPI,1860,936,6
ECU,IPI,1,5155,79
ECU,IPI,34220,53041,207678322
ECU,IPI,240,3340,13303721
ECU,IPI,852,12361,25
ECU,IPI,316,7978,75
ECU,IPI,1803,48,7038
ECU,IPI,541,3630,3
ECU,IPI,58,3989,16136382
ECU,IPI,6495,68298,2
ECU,IPI,1,47,5
ECU,IPI,33,785,73
ECU,IPI,9,1705,6897100
ECU,IPI,57,2475,9515904
ECU,IPI,67750,51500,84
ECU,IPI,13,10,38448
ECU,IPI,7,132,507514
ECU,IPI,1,62,1992
ECU,IPI,1446,8576,26
ECU,IPI,75650,68,214295
ECU,IPI,79177,2,265377
ECU,IPI,2761,44,12618
ECU,IPI,33978,52,94536
ECU,IPI,4200,305046,1219751706
ECU,IPI,5491,68,51017
ECU,IPI,2986,44,11093
ECU,IPI,10830,2,42934
ECU,IPI,56475,48,1285434
ECU,IPI,30150,42835,5
ECU,IPI,2048,5918,72
ECU,IPI,3744,1540,41
ECU,IPI,2484,12433,56
ECU,IPI,19233,76,65276
ECU,IPI,8440,74,27135
ECU,IPI,6876,53739,63
ECU,IPI,1632,16039,74
ECU,IPI,5778,14705,21
ECU,IPI,16200,31039,89
ECU,IPI,1351,7588,23
ECU,IPI,9900,17270,84
ECU,IPI,192,49453,11
ECU,IPI,214,61669,87
ECU,IPI,390,124725,7
ECU,IPI,300,10857,8
ECU,IPI,494,481,54
ECU,IPI,783,84,5787
ECU,IPI,42210,17589,94
ECU,IPI,43600,3258,1
ECU,IPI,312,241,42
ECU,IPI,18508,8,50697
ECU,IPI,106,104,55
ECU,IPI,48,535,67
ECU,IPI,866,4489,47
ECU,IPI,3862,26783,31
ECU,IPI,180,437,36
ECU,IPI,324,264,13
ECU,IPI,102,830,79
ECU,IPI,60,150,54
ECU,IPI,36,153,584773
ECU,IPI,744,5129,83
ECU,IPI,48,236,28
ECU,IPI,1800,6145,63
ECU,IPI,1000,464,58
ECU,IPI,7080,4846,57
ECU,IPI,9792,6979,74
ECU,IPI,36,90,343984
ECU,IPI,124,546,63
ECU,IPI,50,428,8
ECU,IPI,984,4056,88
ECU,IPI,432,1260,26
ECU,IPI,2928,6063,31
ECU,IPI,48,110,34
ECU,IPI,300,467,19
ECU,IPI,36,29,16
ECU,IPI,432,576,2201500
ECU,IPI,124,2469,34
ECU,IPI,72,86,74
ECU,IPI,3,113,56
ECU,IPI,60,273,43
ECU,IPI,360,1611,78
ECU,IPI,312,879,13
ECU,IPI,30,260,99
ECU,IPI,840,1862,84
ECU,IPI,216,219,36
ECU,IPI,840,1116,87
ECU,IPI,288,543,82
ECU,IPI,2766,13103,86
ECU,IPI,67581,76,189282
ECU,IPI,16932,72,57743
ECU,IPI,936,4277,16923062
ECU,IPI,288,1462,5784783
ECU,IPI,15900,30931,6
ECU,IPI,4800,8112,42
ECU,IPI,1800,130734,515855882
ECU,IPI,2905,92,10622
ECU,IPI,2324,28,9186
ECU,IPI,11336,76,267663
ECU,IPI,9203,68,28610
ECU,IPI,3973,91,12187
ECU,IPI,8094,61882,56
ECU,IPI,2880,28390,91
ECU,IPI,10014,27028,59
ECU,IPI,460,2545,83
ECU,IPI,62400,120423,3
ECU,IPI,2638,16966,61
ECU,IPI,28800,50413,5
ECU,IPI,220,8774,51
ECU,IPI,50,441,46
ECU,IPI,4368,4351,38
ECU,IPI,13936,97,51874
ECU,IPI,300,2493,62
ECU,IPI,390,2260,95
ECU,IPI,744,1806,65
ECU,IPI,60,314,37
ECU,IPI,756,2530,16
ECU,IPI,1320,886,31
ECU,IPI,2448,1282,29
ECU,IPI,40,467,55
ECU,IPI,288,1209,7
ECU,IPI,96,296,69
ECU,IPI,504,945,8
ECU,IPI,80,354,76
ECU,IPI,48,141,44
ECU,IPI,408,830,11
ECU,IPI,1968,3837,6
ECU,IPI,7920,14256,56211835
ECU,IPI,6860,6767,68
ECU,IPI,1068,755,4
ECU,IPI,72,138,24
ECU,IPI,1132,8395,36
ECU,IPI,550,1688,6751848
ECU,IPI,1100,9520,38079143
ECU,IPI,396,1863,7345864
ECU,IPI,2220,18426,73676545
ECU,IPI,612,410,4
ECU,IPI,4296,33,10055
ECU,IPI,1,3921,15075500
ECU,IPI,57032,34,239684
ECU,IPI,41138,65,93911
ECU,IPI,9420,4833,54
ECU,IPI,17,4277,16790518
ECU,IPI,120,720,2819109
ECU,IPI,623,5275,20653893
ECU,IPI,100,400,1566172
ECU,IPI,45502,130499,36
ECU,IPI,15327,8,38722
ECU,IPI,3384,1815,2
ECU,IPI,350,98,43
ECU,IPI,16000,32254,8
ECU,IPI,20000,11200,43968624
ECU,IPI,4000,20000,78308600
ECU,IPI,10000,10750,42202027
ECU,IPI,15444,16265,47
ECU,IPI,118858,130723,83
ECU,IPI,6412,6312,57
ECU,IPI,46422,42403,96
ECU,IPI,19775,15530,57
ECU,IPI,3561,3430,57
ECU,IPI,2168,1643,34
ECU,IPI,3826,3298,1
ECU,IPI,19041,14871,2
ECU,IPI,6372,6,41500
ECU,IPI,3881,35,11595
ECU,IPI,1320,11880,47395854
ECU,IPI,1262,1,10375
ECU,IPI,2456,5,11027
ECU,IPI,2089,81,9707
ECU,IPI,14585,16,43391
ECU,IPI,2,10,5
ECU,IPI,960,3048,3
ECU,IPI,13260,39312,97
ECU,IPI,581,37,5764
ECU,IPI,340,38,19976
ECU,IPI,1380,67519,41
ECU,IPI,2002,45,55397
ECU,IPI,643,6,1020
ECU,IPI,2128,5,3374
ECU,IPI,623,6,1116
ECU,IPI,194,373,68
ECU,IPI,1523,4,3351
ECU,IPI,9290,19,21858
ECU,IPI,35507,73,78856
ECU,IPI,6311,36,16346
ECU,IPI,1786,25,4882
ECU,IPI,1563,64,3680
ECU,IPI,25904,84,59970
ECU,IPI,199,7,473
ECU,IPI,15,7,37
ECU,IPI,220,11,521
ECU,IPI,1005,12,2452
ECU,IPI,823,13,2536
ECU,IPI,5095,75,15120
ECU,IPI,449,39,1446
ECU,IPI,2454,9,8721
ECU,IPI,19,38,62
ECU,IPI,8438,53,21465
ECU,IPI,61,4,114
ECU,IPI,2730,9,3914
ECU,IPI,5709,2,9936
ECU,IPI,7604,7,11215
ECU,IPI,2584,91,2871
ECU,IPI,150,32,1930
ECU,IPI,17231,72,36185
ECU,IPI,33600,16,104036
ECU,IPI,187,95,1078
ECU,IPI,716,11,10333
ECU,IPI,17078,29,161050
ECU,IPI,32,82,189
ECU,IPI,110,68,1045
ECU,IPI,153,2,1313
ECU,IPI,302,69,2788
ECU,IPI,764,24,6977
ECU,IPI,1077,54,12472
ECU,IPI,563,16,7120
ECU,IPI,3431,25,37837
ECU,IPI,1773,61,12371
ECU,IPI,1710,23,216162
ECU,IPI,250,2900,11474604
ECU,IPI,900,2786,6
ECU,IPI,653,54,20463
ECU,IPI,60000,111315,438424255
ECU,IPI,6150,22056,75
ECU,IPI,10,5,519
ECU,IPI,1494,39,58605
ECU,IPI,78,3,4433
ECU,IPI,832,71,24935
ECU,IPI,2608,92,97369
ECU,IPI,150,4500,18203490
ECU,IPI,215,52,2158
ECU,IPI,1100,85,5436
ECU,IPI,198,53,1008
ECU,IPI,33537,95,168472
ECU,IPI,1861,13,8930
ECU,IPI,105,47,535
ECU,IPI,19,39,857
ECU,IPI,692,98,10153
ECU,IPI,500,2019,8
ECU,IPI,200,545,6
ECU,IPI,2220,5669,95
ECU,IPI,32469,118410,85
ECU,IPI,11420,25325,39
ECU,IPI,13,25,400
ECU,IPI,1211,22,17528
ECU,IPI,1990,7102,3
ECU,IPI,104,213,44
ECU,IPI,24856,8,82411
ECU,IPI,44000,51440,204893236
ECU,IPI,6000,6000,23898900
ECU,IPI,207,72,996
ECU,IPI,2686,25,11738
ECU,IPI,51710,88631,5
ECU,IPI,586,1,2360
ECU,IPI,5400,50926,203628120
ECU,IPI,67116,42528,4
ECU,IPI,247172,33763,3
ECU,IPI,66000,3829,34
ECU,IPI,125280,20327,59
ECU,IPI,836,5,5755
ECU,IPI,101,755,6
ECU,IPI,203,952,34
ECU,IPI,294,1225,57
ECU,IPI,1047,6820,45
ECU,IPI,70,488,34
ECU,IPI,1451,5953,58
ECU,IPI,1574,4240,51
ECU,IPI,831,3182,82
ECU,IPI,2607,5946,23
ECU,IPI,412,1523,64
ECU,IPI,55,121,91
ECU,IPI,567,2137,46
ECU,IPI,757,2192,19
ECU,IPI,314,1262,61
ECU,IPI,5159,12011,2
ECU,IPI,1221,4559,94
ECU,IPI,1224,2953,13
ECU,IPI,28,283,23
ECU,IPI,31,321,92
ECU,IPI,40,450,86
ECU,IPI,225,2023,4
ECU,IPI,164,660,36
ECU,IPI,66,286,85
ECU,IPI,565,5103,4
ECU,IPI,226,710,49
ECU,IPI,65,364,4
ECU,IPI,34,219,43
ECU,IPI,489,2050,7
ECU,IPI,147,839,51
ECU,IPI,192,731,68
ECU,IPI,1210,3491,7
ECU,IPI,1060,11386,45041649
ECU,IPI,100,500,1977940
ECU,IPI,935,84,4488
ECU,IPI,457,8304,46
ECU,IPI,10,9135,36444539
ECU,IPI,40,18912,66
ECU,IPI,1550,16978,67757160
ECU,IPI,2252,2,12735
ECU,IPI,165000,1865,25
ECU,IPI,365944,304251,64
ECU,IPI,8160,36012,8
ECU,IPI,21600,68356,262815832
ECU,IPI,690300,61138,7
ECU,IPI,3483,79,6583
ECU,IPI,11277,83,22085
ECU,IPI,15061,44,75973
ECU,IPI,799,5,14312
ECU,IPI,1611,67011,84
ECU,IPI,1385140,60748,71
ECU,IPI,20,288,4
ECU,IPI,1482,22803,97
ECU,IPI,32,1415547,98
ECU,IPI,3,310234,2
ECU,IPI,2388,226144,39
ECU,IPI,1004,19,18924
ECU,IPI,228,48,3843
ECU,IPI,69,1487,19
ECU,IPI,500,1130,25
ECU,IPI,239300,397238,1571775429
ECU,IPI,80,7865,35
ECU,IPI,5330,4,11031
ECU,IPI,2040,2407,2
ECU,IPI,31887,31,15966
ECU,IPI,710,34,32209
ECU,IPI,8100,22233,5
ECU,IPI,183401,7,90809
ECU,IPI,162052,9,224582
ECU,IPI,131767,95,160190
ECU,IPI,47700,100189,396335661
ECU,IPI,50000,8570,34288484
ECU,IPI,1170000,42900,170906813
ECU,IPI,80,99,96
ECU,IPI,2300,2797,93
ECU,IPI,44750,27291,93
ECU,IPI,300,6315,25545564
ECU,IPI,300,1069,8
ECU,IPI,2010,7139,11
ECU,IPI,25,313,75
ECU,IPI,100,391,1581681
ECU,IPI,10,340,17
ECU,IPI,950,2049,1
ECU,IPI,2,200,65
ECU,IPI,80,5302,4
ECU,IPI,6600,88786,353647955
ECU,IPI,4,5,345
ECU,IPI,7500,11605,6
ECU,IPI,200,195,763508
ECU,IPI,17562,96,54245
ECU,IPI,50,846,3347418
ECU,IPI,5940,5,46042
ECU,IPI,752,9064,18
ECU,IPI,2155,8,14479
ECU,IPI,10178,34,26435
ECU,IPI,10178,34,79035
ECU,IPI,4548,1,2160
ECU,IPI,22,5,90
ECU,IPI,10178,35,1981
ECU,IPI,2,81,4
ECU,IPI,4548,2,52
ECU,IPI,24752,5942,11
ECU,IPI,9,216,825562
ECU,IPI,810,19845,75848582
ECU,IPI,136,15363,21
ECU,IPI,655,2,3266
ECU,IPI,3432,82,17337
ECU,IPI,772,6,3921
ECU,IPI,2,61,363
ECU,IPI,150,307,5
ECU,IPI,175,3383,12
ECU,IPI,17200,38906,93
ECU,IPI,450,5602,32
ECU,IPI,630,3943,8
ECU,IPI,1500,11565,1
ECU,IPI,23760,90788,59
ECU,IPI,30,438,23
ECU,IPI,1908,6,39787
ECU,IPI,8600,33978,89
ECU,IPI,400,1999,21
ECU,IPI,505,3135,9
ECU,IPI,32000,288419,97
ECU,IPI,200,792,3203814
ECU,IPI,260,553,39
ECU,IPI,640,3980,16012375
ECU,IPI,2098,2156,8674040
ECU,IPI,100,1217,4923032
ECU,IPI,29,2806,27
ECU,IPI,17972,8,96687
ECU,IPI,79600,109550,75
ECU,IPI,1800,5940,23659911
ECU,IPI,13,4,91
ECU,IPI,9200,64676,255907409
ECU,IPI,140,9135,36752023
ECU,IPI,26,6,223
ECU,IPI,1200,6300,24927588
ECU,IPI,6902,35403,2
ECU,IPI,570,2285,7
ECU,IPI,160,508,2054971
ECU,IPI,7143,50850,65
ECU,IPI,1500,11473,63
ECU,IPI,53,273,1080195
ECU,IPI,36200,76020,301760358
ECU,IPI,5,72,69
ECU,IPI,900,684,91
ECU,IPI,400,192,6
ECU,IPI,68888,70963,1
ECU,IPI,2,77,79
ECU,IPI,485511,82461,9
ECU,IPI,765,2443,75
ECU,IPI,50,200,5
ECU,IPI,2525,8382,33096662
ECU,IPI,121,2702,10762471
ECU,IPI,4359,73,30391
ECU,IPI,122,2,323
ECU,IPI,1568,4,3245
ECU,IPI,3448,99,9109
ECU,IPI,5761,72,14486
ECU,IPI,971,68,5907
ECU,IPI,21172,8,20566
ECU,IPI,16,8,102
ECU,IPI,693,15,1580
ECU,IPI,3157,3,7277
ECU,IPI,2,18,83
ECU,IPI,4206,16,17455
ECU,IPI,695,34,2773
ECU,IPI,18,2,207
ECU,IPI,49,32,369
ECU,IPI,360,9,2681
ECU,IPI,23,62,208
ECU,IPI,12,12,89
ECU,IPI,39,83,627
ECU,IPI,3000,2100,74
ECU,IPI,9,72,704
ECU,IPI,11,83,1000
ECU,IPI,576,4080,94
ECU,IPI,900,2257,33
ECU,IPI,786,2,11008
ECU,IPI,1420,9372,4
ECU,IPI,2076,1249,8
ECU,IPI,5630,33,4
ECU,IPI,3854,100081,95
ECU,IPI,42,93,46
ECU,IPI,22,2507,16
ECU,IPI,10,973,3
ECU,IPI,1,174,25
ECU,IPI,1,281,11
ECU,IPI,5,28,75
ECU,IPI,8,2077,14
ECU,IPI,1,2562,99
ECU,IPI,1200,109200,430578876
ECU,IPI,4,1708,66
ECU,IPI,30,10392,13
ECU,IPI,3,39165,74
ECU,IPI,24,141359,47
ECU,IPI,5,453,24
ECU,IPI,4,286368,1140460560
ECU,IPI,83,8006,86
ECU,IPI,2,420,34
ECU,IPI,50,3563,85
ECU,IPI,58,6560,32
ECU,IPI,34,4027,6
ECU,IPI,10,468,2
ECU,IPI,1,113,48
ECU,IPI,1,155,98
ECU,IPI,5,99,58
ECU,IPI,7,1579,56
ECU,IPI,5,289,2
ECU,IPI,11436,11501,88
ECU,IPI,54,19,696
ECU,IPI,12641,89,32824
ECU,IPI,12878,3,35243
ECU,IPI,2189,87,5671
ECU,IPI,653,89,2117
ECU,IPI,439,3,994
ECU,IPI,24853,67,61502
ECU,IPI,54,95,130
ECU,IPI,197,89,482
ECU,IPI,3904,7,11749
ECU,IPI,2008,12,6437
ECU,IPI,4234,41,13716
ECU,IPI,2866,10096,99
ECU,IPI,2321,62,5780
ECU,IPI,1089,46,5305
ECU,IPI,2194,21,11617
ECU,IPI,83,62,1178
ECU,IPI,112,33,2174
ECU,IPI,12,94,153
ECU,IPI,304,2,4226
ECU,IPI,1475,17,20353
ECU,IPI,2277,42,24052
ECU,IPI,60000,116700,460734630
ECU,IPI,288,2537,6
ECU,IPI,6000,11160,43696198
ECU,IPI,56,9800,38865281
ECU,IPI,140,15439,92
ECU,IPI,12,710,64
ECU,IPI,256500,210330,832199135
ECU,IPI,12477,56,25692
ECU,IPI,1548,12955,98
ECU,IPI,13741,44,69222
ECU,IPI,903,26692,42
ECU,IPI,13,359324,56
ECU,IPI,5519,121158,54
ECU,IPI,609,4,7569
ECU,IPI,16,74,84
ECU,IPI,3,35,789
ECU,IPI,21,44,701
ECU,IPI,2894,77,10861
ECU,IPI,147,63,5024
ECU,IPI,487,3,4832
ECU,IPI,70499,52,98128
ECU,IPI,9380,8671,65
ECU,IPI,150000,5000,19742700
ECU,IPI,100,1250,4944850
ECU,IPI,29000,19010,57
ECU,IPI,5,109,431190
ECU,IPI,10,90,356029
ECU,IPI,5,95,375808
ECU,IPI,10,127,502396
ECU,IPI,1100,40324,159220927
ECU,IPI,2200,36100,142542294
ECU,IPI,1500,12270,48448585
ECU,IPI,22739,7,53068
ECU,IPI,1,125,494485
ECU,IPI,106,54,10090
ECU,IPI,60,88,11796
ECU,IPI,5,17,432
ECU,IPI,6087,84,13560
ECU,IPI,3674,1,50520
ECU,IPI,14400,21312,85025289
ECU,IPI,46100,64078,253484878
ECU,IPI,210,79,3
ECU,IPI,100,349,19
ECU,IPI,45,66,1662
ECU,IPI,5479,5,4680
ECU,IPI,45,69,18
ECU,IPI,73,63,6300
ECU,IPI,170,65,77
ECU,IPI,230,45,59
ECU,IPI,25000,50750,202537160
ECU,IPI,44,21905,8
ECU,IPI,6,8603,34611675
ECU,IPI,2,3298,4
ECU,IPI,10,669,2691527
ECU,IPI,5,1523,9
ECU,IPI,20,15,1
ECU,IPI,350,1079,53
ECU,IPI,8,823,36
ECU,IPI,76,207,28
ECU,IPI,150,276,11
ECU,IPI,10,5,65
ECU,IPI,15,22,2263
ECU,IPI,0,38,0
ECU,IPI,0,38,0
ECU,IPI,0,38,0
ECU,IPI,0,38,0
ECU,IPI,0,38,0
ECU,IPI,72,66,75
ECU,IPI,5,47,5
ECU,IPI,1,14,0
ECU,IPI,0,38,0
ECU,IPI,30,15,59
ECU,IPI,96,4,8
ECU,IPI,30114,27691,45
ECU,IPI,28353,4,32640
ECU,IPI,20160,82144,55
ECU,IPI,14176,52,61433
ECU,IPI,32,264,26
ECU,IPI,44,186,64
ECU,IPI,28353,4,51426
ECU,IPI,4503,11,9179
ECU,IPI,1,1962,5
ECU,IPI,94,73,1643
ECU,IPI,12,129601,72
ECU,IPI,1,50037,42
ECU,IPI,5,6414,1
ECU,IPI,10,1770,2
ECU,IPI,2,2177,3
ECU,IPI,9,672,5
ECU,IPI,98,4721,2
ECU,IPI,2,9707,22
ECU,IPI,1,500,1991575
ECU,IPI,1,3007,59
ECU,IPI,23408,179072,38
ECU,IPI,300,4500,17805420
ECU,IPI,4,7,8479
ECU,IPI,10080,26027,15
ECU,IPI,1828,8,17196
ECU,IPI,60270,12202,62
ECU,IPI,8685,1555,58
ECU,IPI,16,353280,1383243110
ECU,IPI,4,103728,407212270
ECU,IPI,12,593760,2324825717
ECU,IPI,49192,5,458995
ECU,IPI,4868,97,41546
ECU,IPI,1,1300,5090059
ECU,IPI,42,22000,86502724
ECU,IPI,16,3160,12500580
ECU,IPI,25400,22940,91725819
ECU,IPI,23000,48070,190201453
ECU,IPI,4935,28940,115716879
ECU,IPI,1058,12162,75
ECU,IPI,36,767,2
ECU,IPI,30000,6000,23937300
ECU,IPI,4920,17645,4
ECU,IPI,21,3,826
ECU,IPI,678,75,21203
ECU,IPI,93,9,5760
ECU,IPI,583,95,16175
ECU,IPI,1116,23,30662
ECU,IPI,147,1429,38
ECU,IPI,82,5,825
ECU,IPI,200,1840,7357258
ECU,IPI,931,12593,66
ECU,IPI,131,44,3780
ECU,IPI,222,27,6392
ECU,IPI,155,62,4476
ECU,IPI,6,75,283
ECU,IPI,120,432,5
ECU,IPI,5610,15921,81
ECU,IPI,8210,22796,24
ECU,IPI,48,6,487
ECU,IPI,641,7,9737
ECU,IPI,570,3103,3
ECU,IPI,14415,25468,5
ECU,IPI,1475,78,6830
ECU,IPI,5764,8,47979
ECU,IPI,15782,27318,5
ECU,IPI,4860,69,56864
ECU,IPI,2000,980,93
ECU,IPI,4050,714,64
ECU,IPI,50500,19950,78
ECU,IPI,285,3,4931
ECU,IPI,1,76,30
ECU,IPI,96,17430,69816991
ECU,IPI,997,96,11547
ECU,IPI,38160,9284,2
ECU,IPI,25920,8051,4
ECU,IPI,3710,14654,5
ECU,IPI,3145,7174,55
ECU,IPI,96,63,693
ECU,IPI,705,5,4376
ECU,IPI,834,8653,38
ECU,IPI,24,1008,4022807
ECU,IPI,1430,65216,35
ECU,IPI,11,384,67
ECU,IPI,5920,11902,5
ECU,IPI,6615,7276,5
ECU,IPI,6,3850,15359767
ECU,IPI,55778,39546,4
ECU,IPI,1291,10267,40974364
ECU,IPI,3060,46746,32
ECU,IPI,1764,40545,12
ECU,IPI,16,426,24
ECU,IPI,955,41661,5
ECU,IPI,23,401,8
ECU,IPI,1548480,109172,29
ECU,IPI,1,900,3523887
ECU,IPI,37838,157997,59
ECU,IPI,6840,123197,86
ECU,IPI,181,6,4184
ECU,IPI,340,2,9320
ECU,IPI,358,4,3180
ECU,IPI,3218,52,144562
ECU,IPI,24000,5040,19541692
ECU,IPI,14000,1120,4404500
ECU,IPI,32000,6144,23624741
ECU,IPI,7996,8,16632
ECU,IPI,50,174,11
ECU,IPI,15,88,128
ECU,IPI,954,6393,18
ECU,IPI,2090,21338,9
ECU,IPI,2,760,3000890
ECU,IPI,100,2400,9476496
ECU,IPI,22470,38780,151840375
ECU,IPI,32,4,1881
ECU,IPI,2000,6000,23691240
ECU,IPI,0,5,88
ECU,IPI,9,67,946
ECU,IPI,604,4,6616
ECU,IPI,304,1760,6949430
ECU,IPI,2840,8882,8
ECU,IPI,75,2471,5
ECU,IPI,23336,181908,95
ECU,IPI,51687,728892,24
ECU,IPI,2760,5557,2
ECU,IPI,7376,53122,62
ECU,IPI,10,173,44
ECU,IPI,9015,34012,26
ECU,IPI,160,7,615
ECU,IPI,1190,2614,8
ECU,IPI,273,6,904
ECU,IPI,1245,3306,82
ECU,IPI,674,4233,6
ECU,IPI,77,88,189
ECU,IPI,6,557,81
ECU,IPI,5700,21204,84444930
ECU,IPI,142,54,670
ECU,IPI,33933,60677,24
ECU,IPI,19569,32528,44
ECU,IPI,202,35,657
ECU,IPI,110000,10289,42
ECU,IPI,1025,11487,5
ECU,IPI,18580,119635,58
ECU,IPI,10079,5,10879
ECU,IPI,25620,15734,22
ECU,IPI,11140,11410,16
ECU,IPI,5000,13500,53979885
ECU,IPI,2648,1620,4
ECU,IPI,1,2000,7913520
ECU,IPI,1,725,2868651
ECU,IPI,2,305,1206811
ECU,IPI,10,378,5
ECU,IPI,2,8455,8
ECU,IPI,1,100,399088
ECU,IPI,14,20724,6
ECU,IPI,100,271,1070054
ECU,IPI,150,135,533052
ECU,IPI,12299,11966,98
ECU,IPI,1151,6683,34
ECU,IPI,3368,1946,92
ECU,IPI,531,4197,4
ECU,IPI,93,324,96
ECU,IPI,70,269,75
ECU,IPI,1542,6163,65
ECU,IPI,90,256,5
ECU,IPI,1985,52,9523
ECU,IPI,1,8415,33288730
ECU,IPI,22,10570,41813651
ECU,IPI,81324,45980,63
ECU,IPI,2335,49184,79
ECU,IPI,7,2063,13
ECU,IPI,3,27234,104089709
ECU,IPI,448,35177,96
ECU,IPI,40,1738,4
ECU,IPI,2,284,5
ECU,IPI,63,4270,16
ECU,IPI,12,12,12
ECU,IPI,140,1400,5481602
ECU,IPI,4976,19190,4
ECU,IPI,720,15750,9
ECU,IPI,28,8,1440
ECU,IPI,55,84,1642
ECU,IPI,58,33,268
ECU,IPI,112,91,4317
ECU,IPI,50,2,1551
ECU,IPI,2985,28723,9
ECU,IPI,6520,67146,265285748
ECU,IPI,57,52,135
ECU,IPI,225,1451,25
ECU,IPI,36,148,72
ECU,IPI,670,8253,6
ECU,IPI,311856,134604,78
ECU,IPI,17472,12406,25
ECU,IPI,116,312,1262108
ECU,IPI,4,432,1747535
ECU,IPI,6,1200,4854264
ECU,IPI,12,960,3883411
ECU,IPI,10,376,1521002
ECU,IPI,8,159311,1
ECU,IPI,10,900,3640698
ECU,IPI,6,6540,26455738
ECU,IPI,452,2723,96
ECU,IPI,165,855,29
ECU,IPI,5,480,1941705
ECU,IPI,1601,8092,55
ECU,IPI,98,68,73
ECU,IPI,103050,159031,1
ECU,IPI,1283,7488,92
ECU,IPI,9345,23773,68
ECU,IPI,1272,445,2
ECU,IPI,2600,2343,38
ECU,IPI,8048,1024,4065662
ECU,IPI,21413,2388,6
ECU,IPI,166,15,1186
ECU,IPI,2214,38,19420
ECU,IPI,436,8,1411
ECU,IPI,2081,4031,72
ECU,IPI,60000,5844,6
ECU,IPI,5360,9335,89
ECU,IPI,5000,470,96
ECU,IPI,21440,21637,92
ECU,IPI,25740,3861,15117475
ECU,IPI,450,10261,5
ECU,IPI,28368,5513,21585765
ECU,IPI,3024,504,1973376
ECU,IPI,81048,4052,4
ECU,IPI,6200,3038,12147473
ECU,IPI,4,8000,32174920
ECU,IPI,5472,5417,28
ECU,IPI,6000,5220,20872222
ECU,IPI,35000,19600,74912180
ECU,IPI,52,3060,96
ECU,IPI,8,478,8
ECU,IPI,62,3148,71
ECU,IPI,9,319,5
ECU,IPI,17,554,52
ECU,IPI,33,1018,48
ECU,IPI,3,108,63
ECU,IPI,3,71,94
ECU,IPI,68,1871,19
ECU,IPI,16,367,57
ECU,IPI,145,3173,76
ECU,IPI,3,135,21
ECU,IPI,2596,16816,7
ECU,IPI,623644,996898,52
ECU,IPI,3919,2,23436
ECU,IPI,10500,14781,56830136
ECU,IPI,3000,4074,15663755
ECU,IPI,3000,4275,16436562
ECU,IPI,3500,5768,5
ECU,IPI,15076048,163009,87
ECU,IPI,18700,11435,44696672
ECU,IPI,54974,66609,7
ECU,IPI,2486,3278,6
ECU,IPI,8690,16920,66035238
ECU,IPI,5995,25351,5
ECU,IPI,55466,21312,57
ECU,IPI,226,4531,9
ECU,IPI,50,1225,4
ECU,IPI,1600,8800,35119744
ECU,IPI,18000,12600,50381226
ECU,IPI,2,2,7742
ECU,IPI,234,5142,20560338
ECU,IPI,276520,420310,4
ECU,IPI,22,245,98
ECU,IPI,39,260,73
ECU,IPI,16,327,58
ECU,IPI,4514,16592,46
ECU,IPI,1275,28,8586
ECU,IPI,54,645,4
ECU,IPI,243,2672,15
ECU,IPI,1833,31127,25
ECU,IPI,594,16924,71
ECU,IPI,10,9,68
ECU,IPI,1080,5998,95
ECU,IPI,63562,29,207657
ECU,IPI,56705,67,118990
ECU,IPI,958,7,3128
ECU,IPI,660,8583,34327107
ECU,IPI,1321,92,42472
ECU,IPI,140,3683,4
ECU,IPI,3000,21210,84827910
ECU,IPI,5958,44010,72
ECU,IPI,360,3488,4
ECU,IPI,2439,6,6488
ECU,IPI,2753,12,4896
ECU,IPI,200,55,656
ECU,IPI,45,5122,75
